company_id,company_market_id,company_name,is_dead_company,is_fake_company,is_geo_enabled_company,is_shiftgig_company,is_status_company,tenant_id,updated
1039,10,Aramark | ConMed Linvatec,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1367,7,Sage Dining- Hutchison School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
747,7,Aramark | University of Memphis,false,false,false,false,true,1,2017-09-21T20:00:53.065618
851,9,Aramark | Aventura Catering | Phoenix Convention Center,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1395,5,Compass | Levy Restaurants | BBVA Compass Stadium,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3121,2,Compass | Flik | Shearman & Sterling,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2691,3,Nordstrom Rack | Shops at Southlake,false,false,false,false,true,1,2017-09-21T20:00:53.065618
854,2,Tasty Enterprises Inc,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1259,9,ISS | American Express,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2254,5,Texas Chiropractic College,false,false,false,false,true,1,2018-02-28T11:49:35.216274
1819,5,Bourbon & Lace Events,false,false,false,false,true,1,2017-09-21T20:00:53.065618
886,9,Aramark | ASU Finance Dept,false,false,false,false,true,1,2017-09-21T20:00:53.065618
351,1,Loews Chicago Hotel | Cooks,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1595,11,Sodexo | Pan Am Life Center & Cafe 601,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1677,12,Saz's Catering,false,false,true,false,true,1,2017-12-05T15:07:21.904616
1119,10,Straz Center for the Performing Arts,false,false,false,false,true,1,2017-10-18T16:11:25.435448
2162,6,Kemper Lesnik,false,false,false,false,true,1,2017-09-21T20:00:53.065618
259,1,Aramark | Advocate Good Samaritan Health,false,false,false,false,true,1,2017-09-21T20:00:53.065618
44,1,Two Unique Caterers & Event Planners,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1325,2,Colonia Verde,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2538,6,"Salesforce.com, Inc.",false,false,false,false,true,1,2017-09-21T20:00:53.065618
1158,1,Quest | Glenbrook South HS,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3689,6,MiRA DESIGN USA,false,false,false,false,true,1,2018-02-16T15:59:06.020524
694,3,Low Country Quisine,false,false,false,false,true,1,2017-09-21T20:00:53.065618
795,4,Atl-Sodexo-Cox CTEC,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2426,7,DO NOT USE Big Granny and Momma's Catering,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2922,9,Aramark | Petsmart,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3672,4,Randstad US,false,false,false,false,true,1,2018-01-29T20:03:51.103731
2297,10,Do Not Use,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2049,6,McIlhenny Company | Tobasco | MarketingSI,false,false,false,false,true,1,2017-09-21T20:00:53.065618
268,1,At Your Service,false,false,false,false,true,1,2017-09-21T20:00:53.065618
738,1,Quest | Aurora Central Catholic High School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1372,10,Aramark | Tampa Convention Center,false,false,false,false,true,1,2017-09-21T20:00:53.065618
565,1,Sodexo : Chicago Botanic Gardens (Master Account Do Not Use),true,false,false,false,true,1,2017-09-21T20:00:53.065618
1285,2,Compass | Chartwells | Pace Law School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1061,3,Do Not Use-Delaware North | Globe Life Park | Operations,true,false,false,false,true,1,2017-09-21T20:00:53.065618
870,8,Compass | Morrison | Healthsouth Cutler Bay,false,false,true,false,true,1,2017-10-30T15:04:03.859704
108,6,Association for Behavior Analysis International,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1105,8,Compass Group | Bon Appetit Management Co | Royal Caribbean,false,false,true,false,true,1,2017-10-30T15:02:59.920716
1945,4,Atl-Marietta Wedding,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3423,9,Marriott Intl | Phoenix-Chandler,false,false,false,false,true,1,2017-10-24T12:40:47.392091
2688,2,Mason Catering Services,false,false,false,false,true,1,2017-09-21T20:00:53.065618
842,1,Stackd Inc. | Radish: Healthy OnDemand,false,false,false,false,true,1,2017-09-21T20:00:53.065618
277,2,Sodexo | Milbank Tweed,false,false,false,false,true,1,2017-09-21T20:00:53.065618
452,1,Home Chef,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1389,8,The Dancing Palate,false,false,true,false,true,1,2017-10-30T15:10:42.306382
3288,6,Promo Works,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3362,1,Coleman Center | DePaul University,false,false,false,false,true,1,2017-09-26T12:16:55.301080
2822,8,InterContinental Miami | Bluewater,false,false,true,false,true,1,2017-10-30T15:05:50.846536
2468,11,Do Not Use-Sodexo | Xavier University,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2102,13,Compass | Eurest | Dell - Nashville,false,false,true,false,true,1,2017-10-25T11:42:01.292216
2078,6,Marketing Werks | Air National Guard (ANG),false,false,false,false,true,1,2017-09-21T20:00:53.065618
2827,2,Sodexo | BBDO,false,false,false,false,true,1,2017-09-21T20:00:53.065618
459,1,Quest | New Trier HS,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2196,1,Do Not Use-Northbrook Nordstrom Rack #229,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2952,10,Avendra | DoubleTree By Hilton Tampa Airport,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3546,11,Crowne Plaza New Orleans Airport,false,false,false,false,true,1,2017-10-30T11:00:46.741434
207,2,Sodexo | Macquarie,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3319,16,Legends | BB&T Pavillion,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2322,9,Aramark | Avnet Chandler,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3132,10,Hyatt Regency Sarasota,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3711,4,BLESST Events,false,false,false,false,true,1,2018-03-07T13:00:01.206089
2859,10,Hyatt Regency Resort,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1324,3,Celebration Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2032,5,Sambuca Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2883,6,Astound Group,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3211,11,Home Team Productions,false,false,false,false,true,1,2017-09-21T20:00:53.065618
712,1,Beyond Events Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
462,1,Loews Hotel | Streeterville Social,false,false,false,false,true,1,2017-09-21T20:00:53.065618
485,7,Sodexo | Lausanne Collegiate School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3693,1,Compass | Canteen | Tradecraft Outfitters - Chicago,false,false,false,false,true,1,2018-02-20T09:02:21.495850
900,1,Relish Catering Kitchen,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3634,3,Nordstrom Rack | Preston Shepard Place,false,false,false,false,true,1,2017-12-22T08:46:44.637436
534,1,Aramark : Loyola : Water Tower,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3610,6,Eventbrite | One80 Social,false,false,false,false,true,1,2017-12-07T12:58:01.404094
1151,4,Atl | Compass | Flik | King and Spalding,false,false,false,false,true,1,2017-09-21T20:00:53.065618
407,1,Creative ConEcepts LLC,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2946,2,Compass | Gourmet Dining | New Jersey City University,false,false,false,false,true,1,2017-09-21T20:00:53.065618
323,3,Perot Museum,false,false,false,false,true,1,2018-01-17T12:39:26.670140
625,6,SIOR,false,false,false,false,true,1,2017-09-21T20:00:53.065618
823,3,Omni | DCC | Owners Box,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3560,1,Sodexo | Northwestern Cohen Commons,false,false,false,false,true,1,2017-11-06T19:36:01.819491
3712,6,Maverick VR,false,false,true,false,true,1,2018-03-28T15:38:28.414085
1022,7,error,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1852,2,Compass | Flik | Chatham Day School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
608,1,Do Not Use-Marc Bronsweig,true,false,false,false,true,1,2017-09-21T20:00:53.065618
1357,12,Sodexo | Marquette University | Catering,false,false,true,false,true,1,2017-10-05T11:15:49.610733
877,4,Atl-Step by Step Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
957,1,Compass | Levy | Sears Centre Arena,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1323,5,Bluejack National Golf Club,false,false,false,false,true,1,2017-09-21T20:00:53.065618
12,1,Catering By Michaels,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1319,9,Walmart | Peoria #1533,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2137,10,Kelli's Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
764,6,Workshop Collective,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1981,2,Sodexo | Hogan Lovells,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1478,1,Wixter Market LLC,false,false,false,false,true,1,2017-09-21T20:00:53.065618
491,1,Sodexo | Devonshire Elementary School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2443,4,Do Not Use-Atl | Compass | Bon Appetit | Oxford College,true,false,false,false,true,1,2017-09-21T20:00:53.065618
3213,3,Dallas | Premium Retail Services | Toys R' Us,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3064,3,Dallas | Premium Retail Services | Walgreens,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3124,13,NHC | Place at the Trace,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3678,6,One10X,false,false,false,false,true,1,2018-02-02T15:39:07.569860
1142,4,Wellkept,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3428,24,Coleslaw Time Catering,false,true,false,false,true,3,2018-04-13T16:43:45.760241
3205,5,Compass | Eurest | Baker Hughes | WHEC,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2145,13,Sodexo | HCA Downtown- 1100 Charlotte,false,false,false,false,true,1,2018-01-23T14:15:15.082254
1731,8,Freedom Fresh,false,false,true,false,true,1,2017-10-30T15:05:00.841958
1755,2,Munch Hours Inc.,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1467,13,!! Do Not Use !!,true,false,false,false,true,1,2017-09-21T20:00:53.065618
3082,16,Frog Commissary,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1091,2,Sodexo | The World School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3207,2,Compass | Levy Prom Golf,false,false,false,false,true,1,2017-09-21T20:00:53.065618
435,2,Aramark - 4 Metrotech Center,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1885,5,Black Hawk Country Club,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2605,11,William Fischer Academy,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3388,13,Suzie's Espresso,false,false,true,false,true,1,2017-10-09T10:19:42.951512
1211,2,Compass | Eurest | Citibank,false,false,false,false,true,1,2017-09-21T20:00:53.065618
609,7,Compass | Eurest | International Paper,false,false,false,false,true,1,2017-12-13T13:49:03.320863
3374,16,Avendra | The Chester Valley Golf Club,false,false,false,false,true,1,2017-10-02T13:32:53.837022
1575,3,Aramark | McKinney ISD,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1198,10,Bar Louie Countryside Mall,false,false,false,false,true,1,2017-09-21T20:00:53.065618
949,5,Aramark | Citgo,false,false,false,false,true,1,2017-09-21T20:00:53.065618
805,3,TrailerCakes,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1528,11,Four Points by Sheraton French Quarter,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2210,1,Avendra | The Robey,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2053,12,Smoke Shack MKE,false,false,true,false,true,1,2017-09-21T20:00:53.065618
1445,8,DO NOT USE Loews Miami Beach | Prestons,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2243,8,"Simple Services Catering, Inc. (SSC)",false,false,true,false,true,1,2017-10-30T15:09:42.979308
488,3,Highland Springs | Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3614,11,Les Enfants d'Abord,false,false,false,false,true,1,2017-12-08T11:28:22.851524
3074,8,Compass | Chartwells | NSU University Schools,false,false,true,false,true,1,2018-02-15T09:36:49.599512
404,1,Aramark | Westminster Place,false,false,false,false,true,1,2017-09-21T20:00:53.065618
228,1,MillerCoors,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1403,6,ClickBid,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1009,2,Compass | Gourmet Dining | NJIT,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1619,7,Compass | Morrison | Methodist North,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1720,4,Atl | Clubcorp - Olde Atlanta Country Club,false,false,false,false,true,1,2017-11-08T09:52:19.503632
3093,5,Shiftgig HOU,false,false,false,true,true,1,2017-09-21T20:00:53.065618
2998,7,Aramark | Federal Express - Airways,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3136,13,Compass | Levy | Bridgestone Arena,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3077,6,Elemento L2 SGE,false,false,false,false,true,1,2018-04-04T16:09:14.399279
1559,11,The Ogden Museum of Southern Art,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3214,8,Miami | Premium Retail Services | Toys R' Us,false,false,true,false,true,1,2017-09-28T09:09:49.444850
3746,11,Seven Three Distilling Co.,false,false,false,false,true,1,2018-04-06T02:22:59.778399
3664,13,Snelling Employment Services- Nashville,false,false,false,false,true,1,2018-01-23T12:23:31.612357
3482,24,Shiftgig Miami Grand Hotel,false,true,false,true,true,3,2017-10-29T11:44:50.232875
454,4,Atl-Sodexo-LexisNexis,false,false,false,false,true,1,2017-09-21T20:00:53.065618
602,7,IQOR,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2291,2,Purslane Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
806,9,Val Thompson Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1181,2,Forever Cheese,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1364,2,Compass | Restaurant Associates | Google,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1223,3,Legends- Gexa Energy Pavillion,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1469,13,Compass | Eurest | Dollar General,false,false,true,false,true,1,2018-03-23T12:05:59.217102
2836,8,Compass | Comcast Miramar,false,false,true,false,true,1,2017-10-30T15:02:43.775725
2194,10,"Clearview Communications+PR, Inc",false,false,false,false,true,1,2017-09-21T20:00:53.065618
3042,5,Macy's | Distribution Center | Houston | Big Ticket,false,false,false,false,true,1,2017-09-21T20:00:53.065618
71,1,Corky's Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
20,6,ClickBid (OLD),false,false,false,false,true,1,2017-09-21T20:00:53.065618
1458,5,Sodexo | UTMB League City,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3579,6,Carnivore Cuts LLC,false,false,false,false,true,1,2017-11-14T15:59:09.334267
1303,9,Sheraton Crescent Hotel,false,false,false,false,true,1,2018-04-12T13:27:29.537807
743,5,Aramark | University of Houston - Clearlake,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1322,2,Compass | Flik | United Nations International School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2997,7,Aramark | Federal Express - Collierville,false,false,false,false,true,1,2017-09-21T20:00:53.065618
584,1,Sodexo Hollister,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1018,1,Jason Knowles,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2719,7,TapBox,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2323,10,The Lundergan Group | Firestone Grand Prix of St. Petersburg,false,false,true,false,true,1,2018-03-07T15:19:16.379092
3049,16,Shiftgig | Philadelphia,false,false,false,true,true,1,2017-09-21T20:00:53.065618
2262,8,Sage | Palmer Trinity School,false,false,true,false,true,1,2017-10-30T15:08:41.447989
3697,4,Compass | Flik | Galloway School,false,false,false,false,true,1,2018-02-22T12:28:17.907840
2156,10,Puff'N Stuff Catering | Warehouse,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2594,5,Sodexo | Kipp Schools | Northeast Lauren,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1541,1,Big Star Catering,false,false,false,false,true,1,2017-10-25T12:33:28.224642
1844,4,Compass | Morrison | AG Rhodes Home at Wesley Woods,false,false,false,false,true,1,2017-09-21T20:00:53.065618
298,1,Hong Kong Trade Development Council,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2287,10,Do Not Use Catered by Vesh,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2149,10,DO NOT USE Puff'n Stuff DO NOT USE,true,false,false,false,true,1,2018-03-20T15:47:45.521489
3487,25,Globex Corporation Milwaukee,false,true,false,false,true,3,2017-10-29T11:59:23.403241
1547,10,Do Not Use-Compass | Eurest | Metlife Cafe,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2253,10,Bryan Glazer Family JCC,false,false,false,false,true,1,2017-09-21T20:00:53.065618
123,1,Sodexo | Northwest Community Hospital,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2868,4,Guidant | Starwood | St. Regis Hotel-Atlanta,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1464,13,!!Do Not USE!!!,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2467,11,Sodexo | Xavier University,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2864,7,Garden Tree Hotels,false,false,false,false,true,1,2017-09-21T20:00:53.065618
18,1,Chicago Yacht Club | Belmont Station,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3144,6,Simrae Solutions,false,false,false,false,true,1,2017-09-21T20:00:53.065618
155,2,INACTIVE NYC | Sodexo | Bank of America | North Tower (no longer use),true,false,false,false,true,1,2017-09-21T20:00:53.065618
3742,26,Nashville Stadium,false,true,false,false,true,3,2018-04-04T12:47:52.792319
2117,1,Bridgeport Art Center,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2700,11,New Orleans Paddlewheels Inc.,false,false,false,false,true,1,2017-09-21T20:00:53.065618
255,1,Sodexo | Moraine Valley Community College,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2510,5,Compass | Eurest | HP,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2341,7,800 Flowers,false,false,false,false,true,1,2017-09-21T20:00:53.065618
190,2,Cater2.me,false,false,false,false,true,1,2017-09-21T20:00:53.065618
119,1,Oak Street Health,false,false,false,false,true,1,2017-09-21T20:00:53.065618
486,6,Groupon,false,false,false,false,true,1,2017-09-21T20:00:53.065618
80,,None,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2750,10,Sodexo | Tampa General Brandon Healthplex,false,false,false,false,true,1,2017-09-21T20:00:53.065618
93,1,Berghoff Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2165,3,Avendra I Crescent Court Hotel I Banquets,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3508,27,Initech - Call Center,false,true,false,false,true,3,2017-11-28T13:31:08.096725
3600,9,IRCA | Phoenix,false,false,false,false,true,1,2017-11-30T16:38:42.477670
515,1,Sodexo (Master Account Do not use),true,false,false,false,true,1,2017-09-21T20:00:53.065618
1816,10,Sodexo | University of Tampa | Morsani Hall,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2413,5,Corral Club,false,false,false,false,true,1,2018-04-12T11:59:17.673567
685,5,Compass | FLIK | Woodlands Preparatory School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
416,2,Compass | Gourmet Dining | Manhattan College,false,false,false,false,true,1,2017-09-21T20:00:53.065618
213,,Yamileth Aviles,false,false,false,false,true,1,2017-09-21T20:00:53.065618
990,1,Uncle Bub's Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2558,1,DXL Men's Apparel,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3504,27,Experient - A Destination Management Company,false,true,false,false,true,3,2017-11-28T13:06:35.527916
3587,2,Marriott Intl | Marriott New York Downtown,false,false,false,false,true,1,2017-11-21T10:53:24.136486
2127,5,Oneills Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
200,1,Test Client,false,true,true,false,true,1,2017-09-21T20:00:53.065618
676,5,Aramark | University of Houston | Sports & Entertainment,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1685,3,Traders Village | Grand Prairie,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3497,26,Hallmark,false,true,false,false,true,3,2017-10-29T12:12:42.896756
2038,10,Do Not Use-Bay State Cruise Company,true,false,false,false,true,1,2017-09-21T20:00:53.065618
104,1,Chicago Prime Meats,false,false,false,false,true,1,2017-09-21T20:00:53.065618
822,1,Eastland Foods,false,false,false,false,true,1,2017-09-21T20:00:53.065618
780,3,Compass | Dallas Morning News,false,false,false,false,true,1,2017-09-21T20:00:53.065618
675,4,DO NOT USE! Atl-Aramark-GE Synchrony,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2222,10,WICKED 'WICHES,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3344,2,MTA Trading,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3291,11,Belle Terre Country Club,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3725,1,Victoria Banquets Livery & Catering,false,false,false,false,true,1,2018-03-21T08:31:42.385046
663,4,Do Not Use-ATL - On-call Team,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2817,9,Michael Lewis Company | Phoenix,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2839,8,DO NOT USE | Sodexo | Humana (DUPLICATE),true,false,false,false,true,1,2017-09-21T20:00:53.065618
1430,10,Do Not Use-Delaware North | Tampa International Airport,true,false,false,false,true,1,2017-09-21T20:00:53.065618
3640,9,Walmart | Store Remodel | Mesa #3833,false,false,false,false,true,1,2018-01-04T13:24:18.614503
950,9,Driftwood Hospitality Management | Doubletree By Hilton,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2703,5,Aramark | NRG | Warehouse,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1241,1,State Farm Evanston,false,false,false,false,true,1,2017-09-21T20:00:53.065618
40,1,Sun + Moon Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
309,1,Cuisine Solutions Inc.,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1200,3,Compass | Eurest | Beal Bank Plano,false,false,false,false,true,1,2017-09-21T20:00:53.065618
138,1,Oysterfest,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2508,8,Hyatt Corporate | Confidante Hotel,false,false,true,false,true,1,2017-10-30T15:06:05.452470
615,7,Do Not Use-Paradox,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2771,1,Bonta,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1065,8,Royal Palm South Beach Miami | Kitchen,false,false,true,false,true,1,2017-10-30T15:08:50.592676
1174,5,Sodexo | St. Luke's Sugar Land Hospital,false,false,false,false,true,1,2017-09-21T20:00:53.065618
860,1,Compass | Chase Tower Urban Market Cafe | FOH,false,false,false,false,true,1,2017-09-21T20:00:53.065618
447,6,Angulo & Associates,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3631,1,"Buna Time Cafe, LLC",false,false,false,false,true,1,2017-12-21T09:48:12.319815
1590,11,Sodexo | Delta Sky Club,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2428,8,No longer Sage Dining | St Thomas of the Apostles,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2637,2,Compass | Flik | Re:Sources,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3038,5,Compass | Eurest | Fluor | Sugar Land,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1533,13,Sodexo | Healthways,false,false,true,false,true,1,2017-09-21T20:00:53.065618
1728,5,Sodexo | Memorial Hermann TMC | Cafeteria.,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2521,3,Aramark | Christ for the Nations Institute,false,false,false,false,true,1,2017-09-21T20:00:53.065618
503,1,Guckenheimer Catering : CDK,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3619,8,Nordstrom Rack | University Commons,false,false,false,false,true,1,2017-12-13T14:31:07.517507
2894,4,Atlanta Country Club,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1207,6,MMPI - The Mart,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3122,10,*****DO NOT USE***** It Works,true,false,false,false,true,1,2018-01-16T13:14:20.901944
3586,1,Blitsy,false,false,false,false,true,1,2017-11-16T13:04:49.203360
1737,1,Macy's | Distribution Center Chicago,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3617,1,Pilotworks | Chicago,false,false,false,false,true,1,2017-12-13T11:33:16.127828
2910,4,Guidant | Starwood | The W Hotel | Atlanta Midtown,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1335,5,Southern Cooking Girl Creations Inc.,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3507,27,New Orleans Catering Connection,false,true,false,false,true,3,2017-11-28T13:03:25.637044
1705,8,Yve Hotel | Housekeeping,false,false,true,false,true,1,2017-10-30T15:10:55.604886
741,2,Aramark | Griffis Club,false,false,false,false,true,1,2017-09-21T20:00:53.065618
153,1,Illinois Eye Bank,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1795,5,Sodexo | Apache - Cafe 54,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2528,5,Sodexo | Sysco Headquarters,false,false,false,false,true,1,2017-09-21T20:00:53.065618
139,1,The Standard Club,false,false,false,false,true,1,2017-09-21T20:00:53.065618
3342,5,Compass | Chartwells | University of Houston | Clearlake,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1620,2,Compass | Flik | BASF,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2477,10,Sodexo | Bristol-Myers Squibb Tampa,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1049,1,Do Not Use - The Ritz Carlton,true,false,false,false,true,1,2017-09-21T20:00:53.065618
2522,5,SAGE Dining | Annunciation Orthodox School,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1875,11,"Pigeon Catering, Inc.",false,false,false,false,true,1,2017-09-21T20:00:53.065618
2029,9,Hilton Phoenix Mesa,false,false,false,false,true,1,2017-09-21T20:00:53.065618
695,3,Compass | Halliburton,false,false,false,false,true,1,2017-09-21T20:00:53.065618
96,1,Goose Island Catering,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2642,6,Attack! Marketing | APPIAN,false,false,false,false,true,1,2017-09-21T20:00:53.065618
221,1,Embassy Suites Chicago | BOH,false,false,false,false,true,1,2017-09-21T20:00:53.065618
624,5,Aramark | University of Houston | Retail & Dining,false,false,false,false,true,1,2017-09-21T20:00:53.065618
714,8,Compass | Chartwells | U of Miami,false,false,true,false,true,1,2017-10-30T15:02:34.958981
1938,4,Atl-P&F Investments,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2527,10,Lincare Inc.,false,false,false,false,true,1,2017-09-21T20:00:53.065618
657,3,Elite Casino Events,false,false,false,false,true,1,2017-09-21T20:00:53.065618
2568,5,SAGE Dining | Strake Jesuit College Prep,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1489,1,The Clayton,false,false,false,false,true,1,2017-09-21T20:00:53.065618
1624,4,Atl-Soiree Catering & Events,false,false,false,false,true,1,2017-09-21T20:00:53.065618
638,5,Compass | Levy | Texas A&M,false,false,false,false,true,1,2017-09-21T20:00:53.065618
889,2,Do Not Use-Compass - Eurest - Budd Lake,true,false,false,false,true,1,2017-09-21T20:00:53.065618
1826,11,Messina's Catering & Events,false,false,false,false,true,1,2017-09-21T20:00:53.065618
97,1,WorkSpring,false,false,false,false,true,1,2017-09-21T20:00:53.065618
